inncode,generation,department,fulltimeparttime,tenure,managementlevel,engage1,engage2,recommendtoothers,csr,deib1,informed,teamfeeling,appreciatedatwork,trustteammates,voice,innovate,resourses1,decisionautonomy,ld1,ld2,passionateatwork,paysatisfaction,rewardsbenefits1,rewardsbenefits2,merit,ld3,treatrespect1,jobsecurity,worklifebalance1,worklifebalance2,workload,dmanager1,ld5,dmanager2,dmanager3,dmanager4,dmanager5,dmanager6,workenv1,dmanager7,dmanager8,dmanager9,deib2,wellbeing1,wellbeing2,workenv2,workenv3,gm1,gm2,gm3,intenttostayhl,recommendhl,chainscale,state,hotelzipcode,wellbeing,workenvironment,learningdevelopment,worklifebalance,deib,supportivegm,rewardsbenefits,engagement
100184,3,21,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,New York,10282,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100109,5,10,3,7,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,1,1,4,Washington DC (District of Columbia),20036,5.0,5.0,4.5,5.0,4.0,5.0,5.0,5.0
100085,6,21,3,5,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,3,4,4,4,3,4,3,4,4,3,2,3,2,3,4,4,4,4,4,2,3,4,4,4,4,4,4,3,4,0,0,3,Oregon,97204,4.0,4.0,3.25,4.0,4.0,3.67,4.0,4.0
100136,5,12,4,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,3,3,3,1,1,4,Arizona,86351,3.5,5.0,5.0,3.5,5.0,3.0,4.0,5.0
100163,4,21,3,8,3,5,4,4,4,4,4,3,5,5,4,5,4,5,4,4,5,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,3,Illinois,60611,4.0,4.0,4.25,4.0,4.0,4.0,4.0,4.5
100077,5,16,4,8,1,5,5,5,4,5,4,5,5,5,5,5,2,5,5,5,5,4,4,5,4,4,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,3,Hawaii,96815,5.0,5.0,4.75,4.5,5.0,5.0,4.5,5.0
100065,5,10,3,7,4,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,3,Washington DC (District of Columbia),20004,4.0,4.0,4.0,4.0,4.0,3.67,4.0,5.0
100152,4,5,3,4,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,2,2,2,4,4,2,2,4,5,4,4,4,4,4,5,4,4,2,5,4,4,1,0,4,Georgia,30313,4.5,4.0,4.75,2.0,4.5,4.33,5.0,5.0
100151,4,8,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,32819,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100151,4,2,3,7,3,5,5,5,4,5,5,4,5,4,4,4,4,4,4,4,4,3,5,5,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,4,Florida,32819,4.0,4.0,4.0,4.5,4.5,4.0,5.0,5.0
100099,5,16,5,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Kansas,66210,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100063,6,33,3,3,3,4,5,5,5,5,5,5,4,5,3,5,4,5,5,4,5,2,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,5,5,1,1,2,Florida,32836,5.0,4.67,4.75,4.5,5.0,4.33,4.5,4.5
100110,3,24,3,8,3,5,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,4,4,3,3,3,0,0,4,Washington DC (District of Columbia),20009,3.5,3.67,3.5,4.0,4.0,3.0,4.0,4.5
100116,3,6,3,8,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,1,0,4,Texas,77056,4.0,4.67,4.0,4.0,4.0,4.0,4.0,4.0
100086,3,34,3,8,3,5,5,4,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,5,5,4,4,4,5,5,5,4,5,5,4,0,0,4,Washington,98660,5.0,5.0,4.5,4.0,4.5,4.67,4.0,5.0
100165,4,21,3,8,3,5,5,5,3,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,3,3,4,4,4,4,4,5,4,5,4,5,4,5,3,4,4,3,4,5,5,5,5,5,3,5,1,1,4,Illinois,60666,5.0,4.33,4.25,4.0,4.0,4.33,4.0,5.0
100061,4,25,3,8,3,5,5,5,5,5,5,4,4,5,4,5,4,4,5,5,5,4,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,0,1,2,Indiana,46204,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
100112,3,25,3,8,4,4,5,4,5,4,4,3,4,4,3,4,4,4,3,3,4,4,4,3,3,4,4,4,4,5,4,4,3,3,3,3,3,2,4,3,3,3,3,5,4,4,4,5,4,5,0,0,4,Texas,78701,4.5,4.0,3.25,4.5,3.5,4.67,3.5,4.5
100151,4,25,3,8,3,3,3,3,4,4,3,2,3,3,3,3,5,5,3,3,5,4,4,4,2,3,2,3,5,3,3,3,3,4,4,3,3,5,4,4,4,4,3,4,4,4,3,5,4,4,0,0,4,Florida,32819,4.0,4.0,3.0,4.0,3.5,4.33,4.0,3.0
100067,5,5,5,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,3,Nevada,89158,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100157,4,28,4,8,2,4,5,5,4,5,4,4,5,2,4,4,4,4,4,4,4,2,2,4,2,4,4,4,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,0,1,4,Florida,32821,4.0,4.0,4.0,3.5,4.5,3.33,3.0,4.5
100199,3,34,5,5,2,5,5,5,4,4,2,5,5,5,4,4,5,5,4,4,5,3,3,5,4,4,5,5,5,4,4,5,4,4,5,5,5,5,4,4,5,5,4,5,4,4,3,4,4,5,1,1,3,Montana,59602,4.5,4.0,4.0,4.5,4.0,4.33,4.0,5.0
100069,4,5,3,8,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,1,2,Florida,33304,5.0,5.0,5.0,5.0,5.0,4.67,5.0,5.0
100177,3,16,3,6,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Oklahoma,74127,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
100059,4,6,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Florida,33304,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100110,4,21,3,2,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,4,5,5,5,1,0,4,Washington DC (District of Columbia),20009,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
100135,5,7,3,7,3,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,4,4,5,5,3,5,5,5,5,5,5,5,5,3,3,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,1,1,5,Washington,99201,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0
100187,4,21,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,New York,10036,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100152,6,32,3,4,3,4,5,5,5,5,5,4,4,4,4,5,5,4,5,5,5,4,5,5,4,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,1,1,4,Georgia,30313,4.0,4.33,5.0,4.0,5.0,4.67,5.0,4.5
100110,3,21,3,8,3,4,1,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,3,3,2,3,3,4,4,4,4,4,3,4,3,3,3,5,4,4,4,5,5,4,1,0,4,Washington DC (District of Columbia),20009,4.5,3.67,3.5,3.0,3.0,4.67,3.5,2.5
100067,3,21,3,5,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,2,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,3,4,4,4,0,0,3,Nevada,89158,3.0,3.67,3.5,4.0,4.0,4.0,3.5,4.0
100070,4,1,4,1,2,4,4,4,4,4,3,5,4,5,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,0,0,5,Hawaii,96815,4.0,4.0,4.0,3.5,4.0,3.67,4.0,4.0
100108,5,7,4,5,2,4,4,5,4,4,4,4,4,4,3,4,4,5,4,5,5,3,4,4,3,4,4,4,4,3,3,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,0,1,3,Washington DC (District of Columbia),20001,4.0,4.0,4.5,3.5,4.0,4.0,4.0,4.0
100125,5,21,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Ohio,43215,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100175,3,25,3,8,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,3,South Carolina,29406,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100100,4,7,3,6,2,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,5,5,5,4,4,4,4,4,4,3,4,4,3,5,4,4,4,4,4,3,3,3,4,4,4,4,4,0,0,4,Nebraska,68102,3.0,4.0,4.0,4.0,3.5,4.0,4.5,3.5
100158,5,16,3,5,3,4,4,4,3,4,2,3,4,4,4,2,4,4,4,3,3,2,4,4,4,3,4,4,4,5,4,3,3,3,2,1,4,3,3,4,4,4,3,4,4,2,3,4,3,3,0,0,3,Florida,32821,4.0,2.33,3.25,4.5,3.5,3.33,4.0,4.0
100054,4,24,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Texas,75207,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100154,4,7,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Florida,32830,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100117,4,27,5,6,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,1,1,4,Louisiana,70130,4.0,5.0,4.75,5.0,5.0,4.33,5.0,5.0
100111,4,13,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Texas,77010,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100052,5,21,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Florida,33316,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100149,4,21,3,8,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,1,4,Florida,33019,5.0,3.67,5.0,5.0,5.0,5.0,5.0,5.0
100111,3,12,3,8,3,5,5,4,4,5,5,5,5,5,2,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,3,4,4,4,4,2,4,4,5,5,5,5,4,5,5,5,5,5,1,0,4,Texas,77010,4.5,4.67,4.25,4.5,5.0,5.0,5.0,5.0
100052,4,21,3,5,3,4,4,5,5,5,2,5,5,4,2,5,5,4,4,4,5,2,2,2,5,4,5,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,0,1,5,Florida,33316,4.5,4.0,4.0,3.5,4.5,4.33,2.0,4.0
100111,4,6,3,8,3,5,5,5,5,5,5,4,3,2,2,4,5,5,4,5,5,4,4,5,2,4,5,4,5,5,5,5,5,4,4,4,5,4,5,5,4,4,5,4,4,5,5,5,5,5,1,1,4,Texas,77010,4.0,5.0,4.5,5.0,5.0,5.0,4.5,5.0
100149,4,5,3,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,0,0,4,Florida,33019,4.0,4.67,3.75,4.0,4.0,3.0,4.5,4.0
100139,4,7,5,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,3,Washington,98188,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0
100068,5,21,4,3,4,5,5,5,3,5,5,4,4,4,4,4,4,5,5,4,5,4,4,4,3,4,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,5,5,5,1,1,2,Washington DC (District of Columbia),20001,4.5,5.0,4.5,4.5,5.0,5.0,4.0,5.0
100097,5,16,3,4,3,4,5,4,2,5,4,4,5,4,4,4,5,5,5,3,4,4,4,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,0,0,4,Georgia,30303,5.0,4.33,4.5,4.5,5.0,5.0,4.0,4.5
100157,3,13,3,4,4,4,4,5,4,5,4,3,1,3,4,4,4,4,1,3,4,3,5,4,1,3,4,3,4,3,3,4,1,4,3,1,1,3,3,3,4,2,2,4,4,5,5,4,3,3,0,1,4,Florida,32821,4.0,4.33,2.0,3.5,3.5,3.33,4.5,4.0
100182,4,15,3,8,3,5,5,5,5,4,4,5,5,4,5,5,4,3,4,4,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,4,New York,10019,5.0,5.0,4.0,5.0,4.5,5.0,5.0,5.0
100128,4,28,4,8,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,0,0,3,Texas,78704,3.5,3.33,3.5,2.5,4.0,4.0,4.0,4.0
100152,6,29,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Georgia,30313,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100149,4,9,4,5,1,3,3,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,0,0,4,Florida,33019,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0
100102,5,16,3,6,2,4,3,5,3,4,2,4,5,5,5,4,2,3,4,3,5,1,3,5,2,4,3,4,2,2,3,4,3,3,4,5,4,3,4,5,3,5,4,1,2,3,2,5,3,5,0,1,3,Missouri,63101,1.5,3.33,3.5,2.0,4.0,4.33,4.0,3.5
100116,5,2,4,8,1,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,4,Texas,77056,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0
100097,6,20,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,Georgia,30303,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100081,4,21,5,8,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Utah,84101,5.0,5.0,4.75,5.0,5.0,5.0,4.0,5.0
100132,4,21,3,4,4,5,5,5,4,4,3,3,3,2,2,5,2,5,4,3,5,1,3,5,3,3,4,4,2,4,5,3,2,3,3,3,5,4,4,4,3,3,4,4,4,4,4,3,3,3,0,1,4,Washington,98101,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0
100070,4,21,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Hawaii,96815,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100184,5,21,3,7,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,4,3,4,4,4,3,3,3,4,5,4,4,4,4,3,3,1,0,2,New York,10282,4.5,4.0,3.5,4.0,4.0,3.33,4.0,4.0
100152,6,32,3,4,3,4,4,5,4,3,3,3,4,4,5,4,3,3,4,2,4,2,3,4,3,4,4,4,5,4,3,4,4,3,3,3,4,4,3,3,4,4,4,5,5,3,3,4,4,4,0,1,4,Georgia,30313,5.0,3.0,3.5,4.5,3.5,4.0,3.5,4.0
100097,5,21,3,6,3,1,1,1,1,4,1,1,2,1,3,1,1,3,1,2,1,1,3,3,4,3,1,3,4,2,3,4,4,3,4,3,3,4,4,3,4,3,2,1,1,1,1,3,3,3,0,0,4,Georgia,30303,1.0,2.0,2.5,3.0,3.0,3.0,3.0,1.0
100069,6,7,3,4,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,Florida,33304,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0
100046,5,1,3,4,2,4,4,4,4,4,3,4,3,4,4,5,4,4,4,4,4,4,5,5,5,5,4,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,0,0,3,Florida,33602,4.0,4.33,4.5,4.5,4.5,5.0,5.0,4.0
100182,4,12,3,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,0,4,New York,10019,5.0,5.0,4.25,4.0,4.5,4.0,4.0,4.0
100119,6,6,4,5,2,4,3,2,3,5,4,4,4,5,4,5,2,4,4,3,3,2,4,5,3,4,4,4,2,2,3,4,3,3,3,2,4,4,4,4,4,4,3,4,4,4,2,3,4,4,0,0,5,Pennsylvania,19107,4.0,4.0,3.5,2.0,4.0,3.67,4.5,3.5
100151,4,20,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,4,Florida,32819,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
100117,6,10,3,2,3,4,4,4,3,5,3,4,4,4,3,5,3,5,5,5,3,2,3,5,3,4,4,5,5,5,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,5,5,4,3,4,0,0,4,Louisiana,70130,3.5,4.67,4.5,5.0,4.5,3.67,4.0,4.0
100173,6,16,3,3,3,4,5,5,4,5,5,4,4,5,4,5,4,5,5,4,4,2,4,4,4,5,4,4,4,5,4,5,4,4,4,3,4,4,5,5,4,3,4,5,5,5,4,3,3,4,0,1,4,Illinois,60603,5.0,5.0,4.5,4.5,4.5,3.33,4.0,4.5
100097,6,33,3,5,3,4,4,2,3,5,4,5,4,4,4,3,4,5,5,3,4,4,4,5,4,3,3,4,5,5,4,4,3,5,4,4,2,4,4,4,4,4,4,4,3,5,3,3,3,3,1,0,4,Georgia,30303,3.5,4.67,3.5,5.0,4.5,3.0,4.5,4.0
100116,3,21,3,8,3,5,5,5,4,4,4,3,4,4,4,4,3,5,4,4,4,4,4,4,2,3,4,5,4,3,4,3,3,3,3,4,4,4,4,4,4,4,3,4,1,2,4,4,2,3,0,1,4,Texas,77056,2.5,2.67,3.5,3.5,3.5,3.0,4.0,5.0
100111,4,5,5,5,3,5,5,5,4,4,4,5,4,5,5,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,1,4,Texas,77010,4.0,4.0,3.75,4.0,4.0,4.33,3.5,5.0
100070,3,21,3,5,2,4,4,5,5,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,0,1,5,Hawaii,96815,4.0,4.0,4.5,5.0,4.5,4.0,5.0,4.0
100187,4,21,3,5,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,3,4,3,4,0,1,3,New York,10036,4.0,3.67,3.75,4.0,4.0,3.67,4.0,4.5
100149,5,7,3,7,3,2,4,3,3,4,1,5,3,4,1,4,1,4,4,4,5,2,2,3,1,4,1,1,4,4,4,4,3,3,4,4,4,1,4,4,4,4,4,1,3,1,3,1,1,1,0,0,4,Florida,33019,2.0,2.0,3.75,4.0,4.0,1.0,2.5,3.0
100152,4,22,3,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,4,Georgia,30313,4.5,5.0,4.75,4.5,5.0,5.0,5.0,5.0
100078,5,25,3,7,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Louisiana,70112,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100152,5,16,3,4,3,3,3,5,3,3,2,4,4,4,4,3,2,4,4,4,5,1,3,5,4,1,4,4,2,5,4,3,3,2,3,3,5,5,4,4,5,4,4,5,5,4,4,5,5,5,0,1,4,Georgia,30313,5.0,4.0,3.0,3.5,3.5,5.0,4.0,3.0
100109,4,21,3,8,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,1,0,4,Washington DC (District of Columbia),20036,4.5,4.0,4.0,4.0,4.0,4.33,4.0,4.5
100049,6,8,4,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,33040,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100176,4,34,3,2,4,4,4,5,4,5,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,0,1,5,Oklahoma,74136,4.5,4.0,4.0,4.0,4.5,4.0,4.0,4.0
100111,4,12,4,8,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Texas,77010,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100157,6,1,3,6,2,4,4,5,4,5,4,4,4,4,4,4,4,5,5,5,4,3,4,4,3,4,4,3,4,4,4,4,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,4,4,4,0,1,4,Florida,32821,4.5,5.0,4.75,4.0,5.0,4.0,4.0,4.0
100074,5,15,3,4,3,5,5,4,4,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,0,3,Illinois,60611,5.0,5.0,4.25,5.0,5.0,5.0,4.0,5.0
100105,5,7,3,4,3,4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,3,3,3,4,3,3,3,2,3,3,4,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,Tennessee,37201,3.0,3.0,3.25,3.0,3.5,3.0,3.5,3.5
100183,5,16,4,5,2,4,4,5,5,5,5,4,5,2,3,3,4,4,4,4,4,3,4,5,4,4,4,4,4,2,3,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,4,New York,10036,4.0,4.0,4.25,3.0,4.5,5.0,4.5,4.0
100110,5,24,3,5,3,5,5,5,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,1,1,4,Washington DC (District of Columbia),20009,5.0,4.33,4.75,4.5,5.0,4.0,5.0,5.0
100182,4,21,4,6,2,5,5,5,3,5,5,5,3,4,3,5,3,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,3,4,1,1,4,New York,10019,5.0,5.0,4.75,5.0,5.0,4.0,5.0,5.0
100053,6,29,3,2,3,4,4,4,3,5,4,4,4,4,4,5,4,4,4,3,4,3,3,4,4,3,2,4,4,4,4,4,4,4,3,3,5,4,4,4,5,4,4,5,4,4,4,4,4,4,0,0,4,Florida,33316,4.5,4.0,3.5,4.0,4.5,4.0,3.5,4.0
